1	0.731424	1.008468	1.048246	1.258596	0.815766	0.971070	0.573075	0.839035	0.962058	0.628215	0.746304	0.601961	0.530760	0.324013	0.179307	0.133284	0.069564	-0.260517	-0.208631	-0.370113	-0.256028	-0.615122	-0.800092	-0.401265	-1.264219	-0.695041	-0.807082	-1.210310	-0.773917	-0.917740	-1.044721	-1.157340	-0.754351	-0.935294	-0.982942	-0.678568	-0.590208	-0.365853	-0.289086	0.116139	0.147598	0.105411	0.087677	0.631515	0.668691	1.151644	0.771156	1.132277	0.967503	0.948649	0.669322	1.138493	0.831017	0.885078	0.949820	0.857504	0.538043	0.614761	0.869713	0.716914	0.608657	0.383103	0.354167	0.139388	-0.074617	0.060554	-0.349960	-0.577900	-0.297280	-0.399333	-1.055895	-0.695556	-1.299733	-0.729088	-1.165398	-0.840365	-1.121321	-0.915464	-1.224723	-0.954706	-0.844773	-0.560289	-0.300234	-0.438003	-0.379980	-0.522823	-0.473067	-0.020120	0.101140	0.326491	0.473175	0.525864	0.273860	0.849443	0.741807	0.650402
2	1.183670	0.881578	0.706990	0.812420	0.523574	0.388396	0.595697	0.155591	-0.447760	0.020217	-0.259297	-0.366180	-0.340537	-0.579575	-0.609069	-1.150820	-1.016228	-0.613625	-0.949300	-1.314943	-1.212274	-1.196377	-0.960048	-1.032566	-1.026878	-0.827613	-0.651735	-0.704921	-0.662475	-0.516684	-0.241717	-0.183043	0.103178	-0.148075	0.057550	0.494264	0.300356	0.850560	0.957809	1.046419	0.669595	0.924094	0.857144	1.170879	1.340751	1.169870	0.975315	0.861705	1.009623	0.564853	0.832174	0.444782	0.643676	0.370148	0.200421	-0.028148	-0.054117	-0.003566	-0.036036	-0.265259	-0.217037	-0.092690	-0.765637	-0.829885	-1.150912	-0.683874	-0.705147	-1.164601	-0.876472	-0.747942	-0.920134	-0.753079	-0.828642	-1.032940	-0.491865	-0.336618	-0.344132	-0.562745	-0.396398	-0.342264	0.169831	0.401251	0.361629	0.589163	0.344844	0.655805	0.449969	0.654250	1.054876	0.886397	1.215043	1.102605	1.546361	1.005229	0.674959	0.902391
1	1.398259	0.899144	0.951157	1.023026	1.120526	0.926119	1.096493	0.548750	0.950822	0.824178	0.686847	0.538813	0.404441	0.246867	-0.177943	0.103176	0.244415	-0.174004	-0.110101	-0.579223	-0.744036	-0.744325	-0.900168	-1.020427	-0.768920	-0.563140	-1.096309	-1.328454	-0.868603	-1.279544	-1.204079	-0.826587	-0.900636	-0.931839	-0.693683	-0.689827	-0.120005	-0.514345	-0.436512	-0.215046	-0.074634	0.258866	-0.129193	0.478995	0.403328	0.775806	0.708930	0.907661	0.797060	1.019069	1.304068	0.846345	0.978262	0.890499	1.277123	0.825776	0.704118	0.658231	0.656452	0.422660	0.395279	0.379823	0.198615	0.257505	-0.104847	-0.213323	-0.246598	0.024995	-0.697235	-0.261308	-0.977778	-0.777353	-0.958725	-1.106039	-0.838827	-0.877228	-1.094596	-1.400801	-1.032589	-0.870703	-0.832447	-0.601337	-0.272382	-0.471366	-0.325957	-0.287564	0.045139	0.048092	0.223810	0.566665	0.377575	0.399487	0.656512	0.898166	0.863144	1.053599
1	0.897669	0.780842	0.911849	0.886306	0.881258	1.165820	1.046670	0.799014	1.063462	0.875512	0.892911	0.759790	0.360517	0.297535	0.435130	0.278853	0.020968	-0.083456	0.018409	-0.481497	-0.373477	-0.634611	-0.738604	-0.564063	-0.693792	-0.756223	-0.701824	-0.985890	-0.863572	-1.054417	-0.902593	-0.951614	-0.848175	-0.675372	-0.870998	-0.189468	-0.699118	-0.622022	-0.022207	0.034293	0.132742	0.265406	0.266665	0.214339	0.526746	0.485010	0.913482	0.774511	0.710241	0.867187	1.053900	0.881448	0.835257	1.036480	1.007520	0.811175	0.756449	0.820297	0.393979	0.299868	0.325280	0.305693	0.283891	0.386235	0.130556	-0.204387	-0.304614	-0.624472	-0.543417	-0.703764	-0.676520	-0.988593	-0.786979	-0.636437	-1.000397	-0.916865	-0.860317	-1.062286	-0.903761	-0.896026	-0.813274	-0.907126	-0.654188	-0.454542	-0.149282	-0.125346	0.241288	-0.211657	0.248453	0.241542	0.770139	0.292020	0.399309	0.551039	0.338079	0.736320
2	0.749650	0.578898	0.704173	0.345772	0.920450	0.163440	0.211690	0.133271	0.420212	-0.394949	-0.151784	-0.100921	-0.493073	-0.780327	-0.673653	-0.440937	-0.950774	-0.607180	-0.893857	-0.733739	-0.954031	-1.094735	-0.652745	-0.900997	-0.861755	-0.666889	-0.562455	-0.490544	-0.817677	-0.559831	-0.440987	-0.337383	-0.224702	-0.052322	0.279807	0.438518	0.460394	0.488550	0.931860	0.749641	1.033137	0.794850	1.038573	1.254664	0.477672	0.864135	1.092235	1.177376	0.920429	0.819342	1.047022	0.882519	0.345850	0.425617	0.350108	0.492674	0.190446	-0.135506	-0.200793	-0.747325	-0.296089	-0.471376	-0.458307	-0.817521	-0.837295	-1.018287	-1.194637	-1.111623	-1.363860	-0.808435	-1.400368	-0.516131	-1.216434	-0.489592	-0.883345	-0.489433	-0.641521	-0.037096	-0.237422	0.098558	0.031045	0.218165	0.399953	0.295311	0.262314	0.366312	0.734112	0.710878	0.449970	1.036904	0.729468	0.762948	0.991151	0.806453	0.980741	1.303990
1	1.011742	0.781309	0.806191	1.100807	0.889675	0.750289	1.450096	0.875451	0.758237	0.375626	0.900619	0.436277	0.532040	0.603296	0.091217	0.172676	0.329906	-0.598271	-0.399225	-0.544091	-0.520277	-0.603731	-0.907320	-0.914694	-1.013520	-0.989083	-0.919275	-0.807978	-0.788897	-0.861637	-1.142221	-0.926245	-0.392708	-0.591497	-0.795455	-0.291537	-0.575528	-0.512865	0.025317	-0.385969	-0.374837	0.327994	0.274652	0.419263	0.439300	0.572743	0.626837	0.678724	0.798958	0.848774	0.805597	0.885159	0.499149	1.124671	1.036578	0.895582	0.898122	0.828602	0.538795	0.474845	0.574632	0.389883	0.630374	0.415086	0.145626	-0.324746	-0.413722	-0.624376	-0.483763	-1.194224	-0.832787	-0.884490	-1.195706	-0.783437	-1.206473	-0.943659	-0.441591	-1.304243	-0.978290	-0.980036	-0.953203	-0.600474	-0.437825	-0.399814	-0.584178	0.169569	-0.543397	-0.264714	0.107935	0.222752	0.429787	0.769706	0.543283	0.693663	0.643955	0.959137
2	0.820811	0.938209	0.899528	0.419570	0.520091	0.583584	0.682808	0.378962	0.437751	-0.128561	-0.130155	-0.147206	-0.896395	-0.244203	-1.024238	-0.546969	-0.690251	-1.362336	-1.403402	-0.693746	-0.754823	-1.174032	-1.156893	-0.843523	-0.897590	-0.617521	-0.651370	-0.336509	-0.353517	-0.288230	-0.380106	-0.266632	-0.060633	0.450072	0.131362	0.391742	0.011761	0.708918	1.128207	0.581226	1.480611	0.945163	0.441244	0.909138	1.265518	1.395015	1.117106	1.248332	0.644249	0.673375	0.389015	0.506708	0.671950	0.444866	0.451644	-0.038348	-0.157873	-0.073869	-0.365338	-0.110179	-0.615298	-0.699601	-0.616971	-0.866569	-1.109893	-1.141891	-0.857473	-1.262914	-0.720567	-1.129436	-0.842148	-1.048642	-1.046657	-0.740349	-0.491378	-0.651113	-0.504128	-0.210362	-0.078057	-0.123877	-0.072860	0.164104	0.238549	0.463651	0.279518	0.682068	0.580283	0.989784	0.744648	0.803294	1.062246	0.997856	1.454806	0.660616	0.978211	1.135227
2	1.423969	0.858311	0.771634	0.672970	0.614517	0.433089	0.226217	0.104610	0.076725	-0.157571	-0.322763	-0.287067	-0.482120	-0.245565	-1.182250	-0.528055	-0.578400	-1.309095	-1.014128	-1.054530	-1.279270	-1.153423	-1.202633	-0.595590	-0.707905	-0.574089	-0.602951	-0.878925	-0.652437	-0.334509	-0.554107	-0.038968	-0.098346	0.006919	0.354809	0.428489	0.388528	0.805623	0.460555	0.891141	0.964343	0.846806	1.021057	0.736023	1.184235	0.958171	0.868942	1.144615	0.738937	0.527735	0.413581	0.748922	0.263481	0.753294	-0.138312	0.488246	0.059436	-0.134133	-0.353792	-0.290721	-0.497342	-0.379862	-0.677893	-0.758651	-0.935626	-0.933409	-0.903466	-1.333205	-1.269637	-0.842703	-0.931218	-0.959356	-0.859922	-0.720053	-0.809687	-0.757300	-0.451863	-0.567520	-0.164512	-0.456695	0.221667	0.242092	0.327938	0.597594	0.851467	0.829506	0.355769	0.552691	0.754177	0.939534	1.076698	0.849865	1.036829	0.835399	0.833937	0.627965
2	1.074181	0.821545	0.918455	0.977990	0.549361	0.572990	-0.010007	0.189203	-0.163116	-0.019841	-0.132994	-0.261817	-0.527149	-0.086670	-0.905661	-1.012186	-0.496621	-1.035273	-1.134528	-0.519660	-0.800623	-1.116752	-0.937016	-0.556870	-0.756717	-0.571171	-0.586325	-0.467064	-0.539584	-0.430115	-0.256271	-0.034677	-0.106944	0.106294	0.150548	0.362773	0.210522	1.094952	0.530179	0.695662	0.681870	1.031857	0.916630	0.793485	1.130807	1.153482	0.960111	0.802088	1.318019	0.877441	0.470093	0.910528	0.348412	0.950711	0.294005	0.351618	-0.398771	-0.371619	0.021964	-0.306986	-0.081335	-0.503488	-0.671679	-0.445997	-0.660876	-0.961272	-1.183847	-1.465495	-1.087533	-1.228623	-0.445850	-1.052634	-0.999151	-1.093818	-0.754998	-0.734546	-0.143486	-0.338151	-0.247935	-0.143113	0.173071	0.057107	0.410173	0.723850	0.610387	0.576686	0.533252	0.753581	0.991757	0.627810	1.139475	1.036536	0.969638	0.854593	0.860965	1.028759
1	0.527479	0.920174	0.849967	0.865122	1.110207	0.871325	0.876073	0.903972	0.808862	0.579338	0.889519	0.843570	0.595039	0.334261	0.144629	0.016055	0.496624	0.080646	-0.405146	-0.330243	-0.555403	-0.477413	-0.586368	-0.567097	-1.028986	-0.897978	-1.312629	-1.241559	-0.823143	-1.182500	-1.135608	-0.927241	-0.728622	-1.006569	-1.403515	-0.781990	-0.256789	-0.310557	0.010946	-0.350402	-0.319961	0.232247	0.317119	0.454901	0.698184	0.704779	0.799582	0.946924	0.975823	1.102953	1.173018	1.300530	0.869863	1.083855	0.884462	0.745852	0.712749	0.872878	0.767246	0.661443	0.423826	0.349066	0.385260	-0.206715	-0.036048	-0.154408	-0.150150	-0.694016	-0.240688	-0.603307	-0.687747	-0.903423	-0.783243	-0.933394	-0.736849	-1.285506	-0.963237	-0.900340	-0.985854	-0.979477	-0.905401	-0.717596	-1.021082	-0.361138	-0.535537	-0.291640	-0.115928	-0.163349	0.047782	-0.202175	0.478603	0.669693	0.227055	0.589619	0.516884	0.805923
1	0.732950	1.080802	1.046218	1.100470	0.902269	0.924975	0.605913	0.824262	1.116239	0.628185	0.574278	0.761902	0.606869	0.547544	0.053027	0.669591	-0.218002	-0.076072	-0.268855	-0.600511	-0.556938	-0.589511	-0.825062	-0.596374	-0.891200	-1.187180	-1.248145	-0.868858	-1.297317	-0.929079	-0.878495	-1.124657	-0.689426	-1.137962	-0.648062	-0.616117	-0.521714	-0.614764	-0.441234	0.199721	0.250949	0.288154	0.457084	0.562992	0.446914	0.629963	0.423957	0.785983	1.112023	0.799323	1.175942	1.012510	0.722627	0.766279	1.142388	1.023069	0.871010	0.719081	0.725709	0.757420	0.764139	0.653120	0.296102	0.056777	-0.011726	-0.067975	-0.197197	-0.162369	-0.116563	-0.687084	-0.309887	-0.588699	-0.911013	-0.643271	-0.641515	-1.089266	-0.651903	-0.767025	-0.474868	-0.983352	-0.903495	-1.157856	-0.544852	-0.479091	-0.552109	-0.333570	-0.451592	0.181501	-0.023951	0.823683	0.297058	0.301756	0.484791	0.388525	0.859313	0.757491
